Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
ca,basement room ideas,basement renovation,,,,,90,35,0.29,0.10,190,Informational,"Related Searches, AI Overview, Reviews, Video, Image, Video Carousel, People Also Ask, Popular Products","0.42,0.42,0.52,0.42,0.42,0.42,0.42,0.42,0.23,0.33,0.52,0.42",90,,
ca,basement window glass replacement,basement renovation,,,,,90,15,4.27,0.67,175,"Informational, Commercial","Image Pack, Site Links, Video, Adwords Bottom, People Also Ask, Related Searches, Local Pack, Video Carousel, Popular Products","0.11,0.52,0.52,0.52,0.41,0.82,1.00,0.82,0.52,0.17,0.82,0.64",20,,
ca,basement windows cost,basement renovation,,,,,90,9,1.91,0.76,182,"Informational, Commercial","Reviews, Video, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.03,0.34,0.34,0.34,0.42,0.34,0.65,0.53,0.42,0.34,0.42,1.00",20,,
ca,bathroom renovations services,basement renovation,,,,,90,10,4.21,0.08,142,Informational,"People Also Ask, Related Searches, Adwords Middle, Local Pack, Image Pack, Video","0.05,0.82,0.52,0.41,0.82,0.64,1.00,0.82,0.64,0.23,0.11,0.11",90,,
ca,mission renovation contractor,basement renovation,,,,,90,5,0.00,0.00,120,Informational,"Reviews, Video, Related Searches, AI Overview","0.00,0.14,0.14,0.14,0.09,0.14,0.19,0.80,1.00,1.00,1.00,1.00",90,,
ca,renovation pictures,basement renovation,,,,,90,34,0.96,0.03,138,Informational,"Image Pack, Video, Image, Related Searches","0.22,0.29,0.22,0.22,0.22,0.18,0.14,0.22,0.14,0.14,0.14,0.14",75,,
ca,renovation quote,basement renovation,,,,,90,5,2.62,0.32,132,Informational,"Video, Adwords Bottom, People Also Ask, Related Searches, AI Overview, Image Pack, Reviews","0.41,0.82,0.64,1.00,0.52,0.41,0.64,0.23,0.17,0.23,0.41,0.52",75,,
ca,renovation services york university heights,basement renovation,,,,,90,6,0.00,0.00,5180000,Informational,"Local Pack, Reviews, People Also Ask, Related Searches, AI Overview","1.00,1.00,0.05,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.02",90,,
ca,replace baseboard trim,basement renovation,,,,,90,28,1.01,0.85,172,Informational,"Short Videos, Discussions And Forums, AI Overview, Video Carousel, Popular Products, Site Links, Reviews, Video, People Also Ask, Related Searches","0.78,0.64,0.78,0.78,0.64,0.64,0.50,0.78,0.64,0.64,0.50,0.64",20,,
ca,warm basement colors,basement renovation,,,,,90,26,0.00,0.29,131,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Reviews, Video, Image, Video Carousel","0.64,0.50,0.64,0.64,0.64,1.00,0.64,0.64,0.64,0.78,0.78,0.78",20,,
ca,average price to finish a basement,basement renovation,,,,,70,9,2.85,0.31,129,Informational,"Short Videos, Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.07,0.07,0.07,1.00,0.19,0.11,0.11,0.15,0.15,0.07,0.26,0.42",20,,
ca,bathroom renovation cost brampton,basement renovation,,,,,70,4,0.00,0.03,115,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, People Also Ask","0.14,0.50,0.50,1.00,0.78,1.00,0.50,0.78,0.50,0.50,0.64,0.78",90,,
ca,cabinet refacing vs painting,basement renovation,,,,,70,14,1.22,0.38,128,"Informational, Commercial","Related Searches, Short Videos, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.14,0.50,0.64,0.78,0.64,0.78,0.64,0.64,0.50,0.78,1.00,0.78",20,,
ca,delta cabinet resurfacing,basement renovation,,,,,70,3,0.00,0.00,199,Informational,"Reviews, Video, People Also Ask, Related Searches, AI Overview","0.22,0.77,1.00,0.77,0.77,0.77",90,,
ca,flooring options for basement,basement renovation,,,,,70,30,0.50,1.00,196,"Informational, Commercial","AI Overview, Site Links, Video, Adwords Bottom, People Also Ask, Popular Products, Related Searches","0.26,0.15,0.15,0.11,0.19,0.19,1.00,0.65,0.11,0.11,0.15,0.34",20,,
ca,framing basement windows,basement renovation,,,,,70,26,3.89,0.28,167,Informational,"Video, Related Searches, Image Pack, Site Links","0.19,0.26,0.26,0.15,0.34,0.34,0.42,0.26,0.26,0.26,0.42,0.34",20,,
ca,full house renovation contractors,basement renovation,,,,,70,54,0.00,0.33,137,Informational,"Knowledge Panel, Reviews, Video, People Also Ask, AI Overview","0.19,0.19,1.00,0.52,1.00,0.19,0.19,0.09,0.09,0.14,0.09,0.09",70,,
ca,how to reface cupboards,basement renovation,,,,,70,39,0.54,0.81,106,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Reviews","0.63,0.63,0.63,0.63,0.63,0.63,0.63,1.00,0.81,0.00,0.00,0.00",90,,
ca,insulating basement ceiling for sound,basement renovation,,,,,70,18,0.99,1.00,160,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.15,0.21,0.06,0.21,0.21,0.21,0.21,0.12,0.09,0.21,0.43,0.53",20,,
ca,kitchen cabinet makeover,basement renovation,,,,,70,41,1.88,0.33,160,Informational,"Image Pack, Reviews, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.50,0.64,0.50,0.50,0.28,0.50,0.21,0.28,0.21,0.64,0.64,0.78",90,,
ca,lookout basement,basement renovation,,,,,70,8,0.00,0.02,131,Informational,"Site Links, Image, People Also Ask, Reviews, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.26,0.26,0.26,0.19,0.26,0.19,0.15,0.19,0.19,0.42,0.42,0.65",20,,
ca,problems with refacing kitchen cabinets,basement renovation,,,,,70,7,1.53,0.33,125,Informational,"Image Pack, Reviews, Video, People Also Ask, Related Searches, Site Links, Video Carousel, Short Videos, Discussions And Forums, AI Overview","0.45,0.81,0.63,0.63,0.63,0.81,0.45,0.81,0.63,1.00,0.81,0.81",20,,
ca,project renovation,basement renovation,,,,,70,53,3.10,0.22,174,Informational,"People Also Ask, Related Searches, Local Pack, Image Pack, Reviews, Video","0.09,0.33,0.23,1.00,0.23,0.42,0.14,0.23,0.23,0.23,0.33,0.09",75,,
ca,refacing kitchen cupboards,basement renovation,,,,,70,40,1.87,0.84,177,Informational,"Related Searches, Short Videos, Discussions And Forums, Local Pack, Video, Adwords Bottom, Video Carousel, People Also Ask","0.09,0.33,0.33,0.52,0.23,0.33,0.52,0.52,0.33,0.52,0.33,0.42",90,,
ca,renovation professionals,basement renovation,,,,,70,29,0.00,0.33,134,Informational,"Knowledge Panel, Reviews, Video, Related Searches, AI Overview","0.18,1.00,1.00,0.18,1.00,0.18,0.18,1.00,0.18,1.00,1.00,1.00",70,,
ca,basement suite decorating ideas,basement renovation,,,,,50,22,0.56,0.33,187,Informational,"Reviews, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.11,0.29,0.29,0.64,0.29,0.23,0.17,0.41,0.29,0.11,0.11,0.11",90,,
ca,basement window cover outside,basement renovation,,,,,50,23,0.58,1.00,213,Informational,"People Also Ask, Popular Products, Related Searches, Site Links, Image, Short Videos, Discussions And Forums, Image Pack, Video, Video Carousel","0.27,0.36,0.36,0.45,0.45,0.63,0.36,0.45,0.36,0.63,0.63,1.00",20,,
ca,basement windows cover,basement renovation,,,,,50,34,0.69,1.00,203,Informational,"Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.10,0.10,0.08,0.14,0.10,0.54,0.06,0.04,0.04,0.04,0.08,0.08",20,,
ca,cost of basement renovation toronto,basement renovation,,,,,50,4,2.03,0.27,117,Informational,"Site Links, Reviews, Video, Related Searches, Discussions And Forums, AI Overview","0.14,0.64,0.64,0.35,0.14,0.50,0.35,0.35,0.28,0.35,0.28,0.35",20,,
ca,curtains on basement windows,basement renovation,,,,,50,14,0.34,1.00,199,Informational,"Site Links, People Also Ask, Discussions And Forums, AI Overview, Image Pack, Video, Image, Popular Products, Related Searches","0.09,0.09,0.12,0.09,0.09,0.03,0.00,1.00,0.09,0.09,0.21,0.15",20,,
ca,finished attic,basement renovation,,,,,50,18,1.71,0.07,128,Informational,"Image Pack, Reviews, Video, Video Carousel, Site Links, Image, People Also Ask, Related Searches, Short Videos","0.09,0.33,0.23,0.33,0.33,0.33,0.33,0.33,0.09,0.09,0.09,0.09",20,,
ca,flooring for basement over concrete,basement renovation,,,,,50,17,0.52,1.00,188,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Discussions And Forums","1.00,0.63,0.63,0.63,0.45,0.27,0.18,0.27,0.18,0.27,0.18,0.36",20,,
ca,how much does it cost to make a basement,basement renovation,,,,,50,5,1.61,0.11,131,Informational,"Related Searches, Short Videos, Discussions And Forums, AI Overview, Site Links, Reviews, Video, People Also Ask","0.26,0.26,0.26,0.34,0.26,0.19,0.19,0.15,0.11,0.07,0.07,0.07",20,,
ca,install floor molding,basement renovation,,,,,50,40,0.96,0.32,28,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.81,0.00,0.00,0.00",90,,
ca,refaced,basement renovation,,,,,50,29,0.61,0.31,105,Informational,"Reviews, People Also Ask, Related Searches, AI Overview","0.00,0.02,0.08,0.04,0.04,0.00,1.00,0.00,0.00,0.00,0.02,0.00",60,,
ca,small basement window blinds,basement renovation,,,,,50,8,0.65,1.00,10,Informational,"Image Pack, Site Links, Image, People Also Ask, Related Searches, AI Overview","0.27,0.81,0.81,0.27,0.36,0.45,0.63,0.63,0.45,0.63,0.18,0.27",20,,
ca,what is cabinet refacing,basement renovation,,,,,50,30,0.99,0.34,122,Informational,"Reviews, Video, People Also Ask, Related Searches, AI Overview","0.28,0.35,0.35,0.35,0.35,0.35,0.28,0.50,0.21,0.35,0.28,0.35",90,,
ca,window cover for basement,basement renovation,,,,,50,25,1.26,0.98,202,Informational,"Video, Video Carousel, Popular Products, Related Searches, Discussions And Forums, Image, People Also Ask, Image Pack, Site Links","0.08,0.11,0.08,0.08,0.18,0.15,0.06,0.06,0.03,0.05,0.11,0.11",20,,
ca,attic renovations,basement renovation,,,,,90,14,2.26,0.36,109,Informational,"Image, Related Searches, Knowledge Panel, Image Pack, Reviews, Video, Video Carousel, People Also Ask, AI Overview, Site Links","0.42,0.80,0.66,0.42,0.33,0.33,0.66,0.52,0.23,0.33,0.23,0.23",20,,
ca,basement bath plumbing,basement renovation,,,,,90,12,3.34,0.22,162,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Image Pack, Reviews","0.09,0.23,0.33,0.80,0.42,0.52,0.00,0.09,0.00,0.80,1.00,0.09",90,,
ca,basement game room ideas,basement renovation,,,,,90,14,0.22,0.92,191,"Informational, Commercial","Popular Products, Related Searches, Image Pack, Reviews, Video, Image, Video Carousel, People Also Ask","0.26,0.34,0.34,0.34,0.34,0.53,0.42,0.34,0.26,0.42,0.26,0.19",90,,
ca,basement home design,basement renovation,,,,,90,29,0.35,0.66,187,Informational,"Adwords Bottom, Video Carousel, Related Searches, Image Pack, Reviews, Video, Image","0.52,0.41,0.41,0.29,0.41,0.52,0.52,0.64,0.52,0.64,0.64,0.41",90,,
ca,basement images,basement renovation,,,,,90,29,0.00,0.01,135,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches","0.81,1.00,0.63,0.81,0.81,0.63,0.45,0.81,0.63,0.81,0.63,0.63",75,,
ca,basement paint ideas,basement renovation,,,,,90,29,0.30,0.09,193,Informational,"Reviews, Video, Image, People Also Ask, Discussions And Forums","0.29,0.82,0.41,0.52,0.41,0.52,0.41,0.64,0.41,0.64,0.41,0.41",90,,
ca,basement renovation costs kitchener,basement renovation,,,,,90,2,0.00,0.00,116,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.63,1.00,0.81,0.81,1.00,1.00,0.63",20,,
ca,basement stair railing ideas,basement renovation,,,,,90,23,0.72,1.00,182,Informational,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, Discussions And Forums, Image","0.11,0.52,0.52,0.41,0.82,0.52,0.52,0.52,0.52,0.64,0.52,0.41",20,,
ca,basement wall framing,basement renovation,,,,,90,14,2.11,0.05,168,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.09,0.19,0.66,0.52,0.66,0.42,0.52,0.42,0.80,0.33,0.23,0.19",20,,
ca,cost to finish a basement calculator,basement renovation,,,,,90,14,1.82,0.04,95,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews","0.04,0.09,0.15,0.19,0.06,0.09,0.06,0.06,0.12,0.15,0.23,0.19",20,,
ca,home addition aurora,basement renovation,,,,,90,11,0.00,0.00,139,Informational,"Reviews, Video, People Also Ask, AI Overview, Local Pack","0.00,0.63,1.00,0.81,0.81,1.00,0.81",90,,
ca,home project,basement renovation,,,,,90,44,1.08,0.17,161,Informational,"Image Pack, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.07,0.07,0.07,0.34,0.53,0.65,1.00,0.80,0.26,0.34,0.15,0.15",75,,
ca,how long does it take to remodel a bathroom,basement renovation,,,,,90,5,2.44,0.04,135,Informational,"Short Videos, AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches","0.50,0.50,0.50,0.78,0.50,0.64,0.50,0.35,0.35,1.00,0.78,0.64",20,,
ca,insulating basement walls with rigid foam,basement renovation,,,,,90,18,0.46,0.51,165,Informational,"Discussions And Forums, Image Pack, Video, Video Carousel, Related Searches, Site Links, Reviews, People Also Ask, Short Videos","0.09,0.09,0.09,0.09,0.09,0.52,0.52,0.52,0.80,1.00,0.80,0.52",20,,
ca,modern basement color ideas decorating,basement renovation,,,,,90,26,0.62,0.26,192,Informational,"Image, People Also Ask, Related Searches, Short Videos, Image Pack, Reviews, Video","0.34,0.42,0.34,0.42,0.34,0.34,0.26,0.42,0.26,0.34,0.34,0.42",90,,
ca,on time and on budget renovations,basement renovation,,,,,90,3,0.00,0.00,131,Informational,"Video, Video Carousel, People Also Ask, AI Overview","0.27,0.81,1.00,1.00,1.00,0.63,0.63,0.63",90,,
ca,pbs renov,basement renovation,,,,,90,20,0.00,0.02,105,"Informational, Transactional","Related Searches, Knowledge Panel, Video","0.01,0.01,0.01,0.02,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.05",70,,
ca,remodel canada,basement renovation,,,,,90,17,2.06,0.16,160,Informational,"Image, People Also Ask, Related Searches, Knowledge Panel, Reviews, Video","0.11,0.41,0.82,0.41,0.52,0.64,0.41,0.52,0.41,0.64,0.82,0.52",70,,
ca,renovate house,basement renovation,,,,,90,49,2.80,0.24,144,Informational,"Reviews, Image, Video Carousel, People Also Ask, Related Searches, Local Pack, Video, AI Overview, Image Pack","1.00,0.05,0.10,0.10,0.12,0.07,0.12,0.17,0.07,0.07,0.10,0.10",75,,
ca,renovation.,basement renovation,,,,,90,71,3.70,0.31,146,Informational,"Site Links, People Also Ask, Knowledge Panel, Reviews, Video, Video Carousel, Related Searches, AI Overview, Local Pack","0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.44,0.00,0.00",20,,
ca,rom renovation,basement renovation,,,,,90,30,0.00,0.01,125,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.02,0.15,0.12,0.09,0.09,0.12,0.15,0.12,0.06,0.15,0.09,0.04",20,,
ca,roofing bradford,basement renovation,,,,,90,8,6.00,0.18,114,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, AI Overview","0.14,0.64,0.78,0.78,1.00,1.00,1.00,0.64,0.64,0.64,0.64,0.78",70,,
ca,toronto condo bathroom renovation,basement renovation,,,,,90,5,6.04,0.31,130,Informational,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Local Pack, Site Links, Video","0.00,0.15,0.34,0.28,0.21,0.21,0.21,0.43,0.53,1.00,0.65,0.34",20,,
ca,average time for bathroom renovation,basement renovation,,,,,70,14,0.00,0.29,135,Informational,"Site Links, Reviews, Video, People Also Ask, Related Searches, Short Videos, AI Overview","0.18,0.63,0.63,0.45,0.63,0.63,0.63,0.63,0.45,0.81,0.63,1.00",20,,
ca,basement ceiling soundproofing,basement renovation,,,,,70,20,0.99,1.00,163,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.06,0.08,0.14,0.14,0.10,0.14,0.18,0.22,0.14,0.14,0.22,0.14",20,,
ca,basement family room ideas,basement renovation,,,,,70,32,0.20,0.66,184,Informational,"Image Pack, Site Links, Reviews, Video, Image, People Also Ask, Popular Products, Related Searches","0.09,0.23,0.33,0.52,0.42,0.33,0.42,0.33,0.23,0.33,0.14,0.09",20,,
ca,basement flooring over concrete,basement renovation,,,,,70,23,0.61,1.00,178,Informational,"Reviews, Video Carousel, Related Searches, AI Overview, Site Links, Video, People Also Ask, Popular Products, Discussions And Forums","0.42,0.33,0.42,0.42,0.42,0.23,0.23,0.23,0.23,0.33,0.42,0.42",20,,
ca,basement laundry room,basement renovation,,,,,70,30,0.89,0.16,185,Informational,"Image, People Also Ask, Related Searches, Image Pack, Reviews, Video","0.11,0.29,0.29,0.52,0.41,0.52,0.41,0.41,0.41,0.17,0.64,0.52",90,,
ca,basement living room,basement renovation,,,,,70,32,0.00,0.14,157,Informational,"Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.14,0.64,0.50,0.50,0.64,0.50,0.35,0.64,0.50,0.78,0.64,0.21",90,,
ca,basement soundproofing,basement renovation,,,,,70,9,1.32,0.93,162,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.45,0.81,1.00,0.81,1.00,0.81,0.63,0.36,0.27,0.45,0.36,0.63",20,,
ca,basement subfloor over concrete,basement renovation,,,,,70,24,1.13,0.92,160,Informational,"AI Overview, Site Links, Reviews, Popular Products, Related Searches, Video, Video Carousel, People Also Ask, Discussions And Forums","0.15,0.15,0.28,0.28,0.28,0.34,0.28,0.21,0.15,0.21,0.21,0.12",20,,
ca,build renovate,basement renovation,,,,,70,37,2.93,0.13,146,Informational,"Related Searches, Adwords Middle, AI Overview, Video, Adwords Bottom, Video Carousel, People Also Ask","0.00,0.33,0.33,0.66,0.66,1.00,0.09,0.80,0.23,0.33,0.09,0.42",75,,
ca,cellar wall waterproofing,basement renovation,,,,,70,26,3.81,0.81,174,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos","0.04,0.23,0.14,1.00,0.33,0.33,0.52,0.33,0.14,0.42,0.42,0.66",20,,
ca,condo renovation company,basement renovation,,,,,70,5,0.00,0.10,136,Informational,"Local Pack, Site Links, Reviews, Video, Related Searches, AI Overview","0.11,0.17,0.23,0.29,0.41,0.17,0.17,0.17,0.41,1.00,1.00,0.64",20,,
ca,condo renovation rules toronto,basement renovation,,,,,70,1,0.00,0.33,113,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews","0.09,0.19,0.19,0.19,0.23,0.23,0.23,0.23,0.42,0.66,0.66,0.52",20,,
ca,condo renovation tips,basement renovation,,,,,70,18,0.00,0.33,135,Informational,"Discussions And Forums, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.00,0.41,0.52,0.41,0.29,0.29,0.29,0.64,0.64,1.00,0.64,0.64",20,,
ca,divine renovation,basement renovation,,,,,70,43,0.56,0.31,82,"Informational, Transactional","Related Searches, Knowledge Panel, Site Links, Video, People Also Ask","0.41,0.41,0.41,0.41,0.41,0.41,0.29,0.52,0.52,0.52,0.64,0.52",20,,
ca,fixing baseboards,basement renovation,,,,,70,27,1.63,0.91,168,Informational,"Discussions And Forums, Image Pack, Reviews, Video, People Also Ask, Related Searches, Short Videos","0.42,0.42,0.33,0.42,0.33,0.33,0.23,0.19,0.42,0.42,0.33,0.42",75,,
ca,framing basement,basement renovation,,,,,70,11,3.50,0.12,108,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.34,0.26,0.19,0.15,0.19,0.53,0.07,0.07,0.53,0.15,0.34,0.11",20,,
ca,gaming basement,basement renovation,,,,,70,20,0.00,0.33,185,"Informational, Commercial","Site Links, Reviews, Video, Image, Video Carousel, Popular Products, People Also Ask, Related Searches, Short Videos, Image Pack","0.00,0.33,0.42,0.42,0.19,0.33,0.42,0.33,0.33,0.66,0.52,0.52",20,,
ca,gaming room basement,basement renovation,,,,,70,26,0.00,0.29,189,Informational,"Video Carousel, Popular Products, Discussions And Forums, Image Pack, Reviews, Video, Short Videos, Site Links, Image","0.00,0.64,0.50,0.35,0.50,0.64,0.78,0.78,0.78,1.00,0.78,0.78",20,,
ca,general contractors bradford,basement renovation,,,,,70,10,0.00,0.00,115,Informational,"Knowledge Panel, Reviews, Video, Related Searches, AI Overview","0.00,0.63,0.63,0.63,0.81,0.81,0.81,1.00,0.81,0.36,0.63,0.63",70,,
ca,home addition bradford,basement renovation,,,,,70,10,0.00,0.00,142,Informational,"People Also Ask, Related Searches, AI Overview, Local Pack, Reviews, Video","0.00,0.63,0.63,0.45,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81",90,,
ca,home remodel plans,basement renovation,,,,,70,28,0.00,0.24,133,Informational,"Image, Video Carousel, People Also Ask, AI Overview, Image Pack, Site Links, Reviews, Video","0.18,0.18,0.18,1.00,1.00,1.00,1.00,1.00,0.81,0.63,0.18,0.09",20,,
ca,home reno plans,basement renovation,,,,,70,32,0.00,1.00,137,Informational,"Related Searches, AI Overview, Reviews, Video, Video Carousel, People Also Ask","0.14,0.14,0.14,0.78,0.78,0.78,0.78,0.78,0.64,0.50,0.14,0.50",90,,
ca,home renovation plans,basement renovation,,,,,70,39,0.66,0.06,135,Informational,"Image Pack, Reviews, Video, Image, People Also Ask, Related Searches, AI Overview","0.36,1.00,1.00,0.63,0.27,1.00,0.18,1.00,0.63,0.81,0.81,0.63",90,,
ca,home renovation projects,basement renovation,,,,,70,55,3.56,0.27,159,Informational,"AI Overview, Local Pack, Site Links, Reviews, Video, Video Carousel, Related Searches","0.09,0.09,0.09,0.52,0.52,0.52,0.52,0.52,0.14,0.19,0.19,0.23",20,,
ca,house addition aurora,basement renovation,,,,,70,10,0.00,0.00,141,"Informational, Commercial","Local Pack, Reviews, Video, People Also Ask, AI Overview","0.00,0.63,0.63,0.63,1.00,0.81,1.00,0.81,0.63,0.81,0.81,1.00",90,,
ca,house remodeling project,basement renovation,,,,,70,56,3.56,0.33,134,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Local Pack, Image Pack, Site Links, Reviews","0.18,0.27,0.18,1.00,1.00,1.00,1.00,1.00,0.18,0.18,0.18,0.18",20,,
ca,how much to drywall a basement,basement renovation,,,,,70,17,2.03,0.16,118,Informational,"AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches","0.02,0.07,0.04,0.29,0.10,0.07,0.04,0.04,0.05,0.05,0.04,0.07",20,,
ca,kitchen renovating,basement renovation,,,,,70,20,3.34,0.52,209,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Local Pack, Image Pack, Reviews","0.00,0.00,0.00,0.01,1.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00",75,,
ca,kitchen transformations,basement renovation,,,,,70,25,4.67,0.45,132,Informational,"Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Knowledge Panel","0.09,0.19,0.14,0.33,0.19,0.14,0.23,0.52,0.66,1.00,0.66,0.52",70,,
ca,living room basement,basement renovation,,,,,70,30,0.00,0.14,182,Informational,"Video, Image, Video Carousel, People Also Ask, Popular Products, Discussions And Forums, Image Pack, Reviews","0.18,0.63,0.63,0.63,0.63,0.63,0.45,0.63,0.63,1.00,0.63,0.18",90,,
ca,main floor remodel,basement renovation,,,,,70,3,0.00,0.00,172,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Reviews, Video","0.00,0.11,0.11,0.05,0.17,0.11,0.17,0.82,1.00,1.00,1.00,1.00",90,,
ca,managed renovations,basement renovation,,,,,70,4,2.82,0.19,62200000,Informational,"Knowledge Panel, Reviews, Video, Video Carousel, People Also Ask, AI Overview","0.18,0.63,0.63,1.00,0.63,0.81,0.63,0.63,0.45,0.63,0.63,0.63",70,,
ca,reno project,basement renovation,,,,,70,16,3.10,0.22,109,Informational,"Reviews, Video, People Also Ask, Related Searches, Image Pack","0.07,0.26,0.19,0.80,0.19,0.34,0.11,0.19,0.19,0.19,0.26,0.07",75,,
ca,renovate.,basement renovation,,,,,70,60,3.70,0.31,41400000,Informational,"Top Stories, Image Pack, Reviews, Video, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.00,0.00",70,,
ca,renovation hunters,basement renovation,,,,,70,29,0.00,0.33,108,"Informational, Transactional","Image, Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel, Reviews, Video","0.05,0.05,0.05,1.00,0.43,0.23,0.05,0.05,0.05,0.05,0.05,0.05",70,,
ca,renovation planning,basement renovation,,,,,70,35,2.02,0.31,134,Informational,"Related Searches, AI Overview, Local Pack, Reviews, Video, Video Carousel, People Also Ask","0.07,0.78,1.00,0.64,0.28,0.28,0.64,0.35,0.35,0.35,0.35,0.35",75,,
ca,renovation tv series,basement renovation,,,,,70,43,0.00,0.01,124,Informational,"Video, Featured Snippet, Image, Video Carousel, People Also Ask, Related Searches, Image Pack, Reviews","0.07,0.07,0.07,0.07,0.42,1.00,0.53,0.34,0.15,0.26,0.26,0.15",80,,
ca,simple basement finishing ideas,basement renovation,,,,,70,37,0.00,0.16,187,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, Image Pack, Site Links, Reviews, Video, Image","0.00,0.23,0.41,0.29,0.29,0.41,0.41,1.00,0.29,0.29,0.64,0.52",20,,
ca,soundproofing basement,basement renovation,,,,,70,6,1.11,0.96,169,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.64,0.64,0.50,0.50,0.50,0.64,0.50,0.50,0.07,0.64,0.50,0.50",20,,
ca,time to renovate bathroom,basement renovation,,,,,70,14,0.00,0.33,186,Informational,"People Also Ask, Related Searches, Short Videos, Discussions And Forums, Site Links, Reviews, Video, Video Carousel","0.18,0.63,0.63,0.36,0.63,0.63,0.63,0.63,0.63,1.00,0.81,0.81",20,,
ca,basement entrance ideas,basement renovation,,,,,50,23,1.38,0.04,141,Informational,"Image Pack, Video, Popular Products, Related Searches","0.14,0.52,0.42,0.33,0.33,0.09,0.09,0.09,0.09,0.14,0.52,0.09",90,,
ca,basement entryway ideas,basement renovation,,,,,50,23,1.38,0.33,179,Informational,"Image Pack, Site Links, Video, Image, Popular Products, Related Searches, Discussions And Forums","0.18,0.81,0.63,0.63,0.63,0.18,0.18,0.18,0.18,0.18,1.00,0.18",20,,
ca,basement games,basement renovation,,,,,50,23,0.44,0.99,189,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview, Image Pack, Site Links, Reviews","0.05,0.41,0.29,0.41,0.11,0.41,1.00,0.11,0.17,0.52,0.11,0.11",20,,
ca,basement recreation room ideas,basement renovation,,,,,50,14,0.36,0.14,192,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Reviews, Video, Image","0.14,0.14,0.21,0.14,0.14,0.28,0.28,1.00,1.00,0.28,0.64,0.07",90,,
