priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
2,287,municipality,kitchen cabinet refacing contractors milton,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,287,municipality,kitchen cabinet refacing contractors mississauga,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,287,municipality,kitchen cabinet refacing contractors north york,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,287,municipality,kitchen cabinet refacing contractors oakville,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,287,municipality,kitchen cabinet refacing contractors oshawa,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,287,municipality,kitchen cabinet refacing contractors pickering,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,287,municipality,kitchen cabinet refacing contractors richmond hill,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,287,municipality,kitchen cabinet refacing contractors scarborough,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,287,municipality,kitchen cabinet refacing contractors vaughan,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,287,municipality,kitchen cabinet refacing contractors whitby,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,287,municipality,kitchen cabinet refacing in ajax,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,287,municipality,kitchen cabinet refacing in brampton,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,287,municipality,kitchen cabinet refacing in burlington,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,287,municipality,kitchen cabinet refacing in etobicoke,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,287,municipality,kitchen cabinet refacing in markham,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,287,municipality,kitchen cabinet refacing in milton,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,287,municipality,kitchen cabinet refacing in mississauga,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,287,municipality,kitchen cabinet refacing in north york,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,287,municipality,kitchen cabinet refacing in oakville,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,287,municipality,kitchen cabinet refacing in oshawa,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,287,municipality,kitchen cabinet refacing in pickering,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,287,municipality,kitchen cabinet refacing in richmond hill,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,287,municipality,kitchen cabinet refacing in scarborough,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,287,municipality,kitchen cabinet refacing in toronto,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Toronto,toronto,municipality,,Toronto,target on existing city page,/locations/toronto/toronto/,,,,no
2,287,municipality,kitchen cabinet refacing in vaughan,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,287,municipality,kitchen cabinet refacing in whitby,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,287,municipality,markham kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,287,municipality,milton kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,287,municipality,mississauga kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,287,municipality,north york kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,287,municipality,oakville kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,287,municipality,oshawa kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,287,municipality,pickering kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,287,municipality,richmond hill kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,287,municipality,scarborough kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,287,municipality,toronto kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Toronto,toronto,municipality,,Toronto,target on existing city page,/locations/toronto/toronto/,,,,no
2,287,municipality,vaughan kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,287,municipality,whitby kitchen cabinet refacing,service+location,Commercial,kitchen-cabinet-refacing,Kitchen Cabinet Refacing,Kitchen,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,287,municipality,ajax kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,287,municipality,brampton kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,287,municipality,burlington kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,287,municipality,etobicoke kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,287,municipality,kitchen demolition contractors ajax,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,287,municipality,kitchen demolition contractors brampton,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,287,municipality,kitchen demolition contractors burlington,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,287,municipality,kitchen demolition contractors etobicoke,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,288,municipality,kitchen demolition contractors markham,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,288,municipality,kitchen demolition contractors milton,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,288,municipality,kitchen demolition contractors mississauga,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,288,municipality,kitchen demolition contractors north york,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,288,municipality,kitchen demolition contractors oakville,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,288,municipality,kitchen demolition contractors oshawa,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,288,municipality,kitchen demolition contractors pickering,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,288,municipality,kitchen demolition contractors richmond hill,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,288,municipality,kitchen demolition contractors scarborough,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,288,municipality,kitchen demolition contractors vaughan,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,288,municipality,kitchen demolition contractors whitby,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,288,municipality,kitchen demolition in ajax,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,288,municipality,kitchen demolition in brampton,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,288,municipality,kitchen demolition in burlington,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,288,municipality,kitchen demolition in etobicoke,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,288,municipality,kitchen demolition in markham,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,288,municipality,kitchen demolition in milton,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,288,municipality,kitchen demolition in mississauga,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,288,municipality,kitchen demolition in north york,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,288,municipality,kitchen demolition in oakville,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,288,municipality,kitchen demolition in oshawa,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,288,municipality,kitchen demolition in pickering,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,288,municipality,kitchen demolition in richmond hill,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,288,municipality,kitchen demolition in scarborough,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,288,municipality,kitchen demolition in toronto,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Toronto,toronto,municipality,,Toronto,target on existing city page,/locations/toronto/toronto/,,,,no
2,288,municipality,kitchen demolition in vaughan,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,288,municipality,kitchen demolition in whitby,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,288,municipality,markham kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,288,municipality,milton kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,288,municipality,mississauga kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,288,municipality,north york kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,288,municipality,oakville kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,288,municipality,oshawa kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,288,municipality,pickering kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,288,municipality,richmond hill kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,288,municipality,scarborough kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,288,municipality,toronto kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Toronto,toronto,municipality,,Toronto,target on existing city page,/locations/toronto/toronto/,,,,no
2,288,municipality,vaughan kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,288,municipality,whitby kitchen demolition,service+location,Commercial,kitchen-demolition,Kitchen Demolition,Demolition & Prep,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,288,municipality,ajax kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,288,municipality,brampton kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,288,municipality,burlington kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,288,municipality,etobicoke kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,288,municipality,kitchen island installation contractors ajax,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,288,municipality,kitchen island installation contractors brampton,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,288,municipality,kitchen island installation contractors burlington,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,288,municipality,kitchen island installation contractors etobicoke,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,288,municipality,kitchen island installation contractors markham,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,288,municipality,kitchen island installation contractors milton,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,288,municipality,kitchen island installation contractors mississauga,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,288,municipality,kitchen island installation contractors north york,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,288,municipality,kitchen island installation contractors oakville,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,288,municipality,kitchen island installation contractors oshawa,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,288,municipality,kitchen island installation contractors pickering,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,288,municipality,kitchen island installation contractors richmond hill,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,288,municipality,kitchen island installation contractors scarborough,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,288,municipality,kitchen island installation contractors vaughan,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,288,municipality,kitchen island installation contractors whitby,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,288,municipality,kitchen island installation in ajax,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,288,municipality,kitchen island installation in brampton,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,288,municipality,kitchen island installation in burlington,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,288,municipality,kitchen island installation in etobicoke,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,288,municipality,kitchen island installation in markham,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,288,municipality,kitchen island installation in milton,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,288,municipality,kitchen island installation in mississauga,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,288,municipality,kitchen island installation in north york,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,288,municipality,kitchen island installation in oakville,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,288,municipality,kitchen island installation in oshawa,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,288,municipality,kitchen island installation in pickering,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,288,municipality,kitchen island installation in richmond hill,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,288,municipality,kitchen island installation in scarborough,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,288,municipality,kitchen island installation in toronto,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Toronto,toronto,municipality,,Toronto,target on existing city page,/locations/toronto/toronto/,,,,no
2,288,municipality,kitchen island installation in vaughan,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,288,municipality,kitchen island installation in whitby,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,288,municipality,markham kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,288,municipality,milton kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,288,municipality,mississauga kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,288,municipality,north york kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,288,municipality,oakville kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,288,municipality,oshawa kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,288,municipality,pickering kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
