priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
2,18,head,best deck building,comparison,Commercial,deck-building,Deck Building,Decks,yes,,,,,,service page,/services/deck-building/,,,,no
2,18,head,deck building companies,hiring,Commercial,deck-building,Deck Building,Decks,yes,,,,,,service page,/services/deck-building/,,,,no
2,18,head,deck building company,hiring,Commercial,deck-building,Deck Building,Decks,yes,,,,,,service page,/services/deck-building/,260,27,4.13,yes
2,18,head,deck building gta,anchor-city,Commercial,deck-building,Deck Building,Decks,yes,,,,,,service page,/services/deck-building/,,,,no
2,18,head,deck building quote,quote,Transactional,deck-building,Deck Building,Decks,yes,,,,,,service page,/services/deck-building/,,,,no
2,18,head,deck building services,hiring,Commercial,deck-building,Deck Building,Decks,yes,,,,,,service page,/services/deck-building/,,,,no
2,18,head,best deck repair,comparison,Commercial,deck-repair,Deck Repair,Decks,yes,,,,,,service page,/services/deck-repair/,,,,no
2,18,head,deck repair companies,hiring,Commercial,deck-repair,Deck Repair,Decks,yes,,,,,,service page,/services/deck-repair/,,,,no
2,18,head,deck repair company,hiring,Commercial,deck-repair,Deck Repair,Decks,yes,,,,,,service page,/services/deck-repair/,,,,no
2,18,head,deck repair gta,anchor-city,Commercial,deck-repair,Deck Repair,Decks,yes,,,,,,service page,/services/deck-repair/,,,,no
2,18,head,deck repair quote,quote,Transactional,deck-repair,Deck Repair,Decks,yes,,,,,,service page,/services/deck-repair/,,,,no
2,18,head,deck repair services,hiring,Commercial,deck-repair,Deck Repair,Decks,yes,,,,,,service page,/services/deck-repair/,,,,no
2,18,head,best door installation,comparison,Commercial,door-installation,Door Installation,Doors,yes,,,,,,service page,/services/door-installation/,,,,no
2,18,head,door installation companies,hiring,Commercial,door-installation,Door Installation,Doors,yes,,,,,,service page,/services/door-installation/,,,,no
2,18,head,door installation company,hiring,Commercial,door-installation,Door Installation,Doors,yes,,,,,,service page,/services/door-installation/,,,,no
2,18,head,door installation gta,anchor-city,Commercial,door-installation,Door Installation,Doors,yes,,,,,,service page,/services/door-installation/,,,,no
2,18,head,door installation quote,quote,Transactional,door-installation,Door Installation,Doors,yes,,,,,,service page,/services/door-installation/,,,,no
2,18,head,door installation services,hiring,Commercial,door-installation,Door Installation,Doors,yes,,,,,,service page,/services/door-installation/,480,14,6.87,yes
2,18,head,best door replacement,comparison,Commercial,door-replacement,Door Replacement,Doors,yes,,,,,,service page,/services/door-replacement/,,,,no
2,18,head,door replacement companies,hiring,Commercial,door-replacement,Door Replacement,Doors,yes,,,,,,service page,/services/door-replacement/,,,,no
2,18,head,door replacement company,hiring,Commercial,door-replacement,Door Replacement,Doors,yes,,,,,,service page,/services/door-replacement/,70,27,8.46,yes
2,18,head,door replacement gta,anchor-city,Commercial,door-replacement,Door Replacement,Doors,yes,,,,,,service page,/services/door-replacement/,,,,no
2,18,head,door replacement quote,quote,Transactional,door-replacement,Door Replacement,Doors,yes,,,,,,service page,/services/door-replacement/,,,,no
2,18,head,door replacement services,hiring,Commercial,door-replacement,Door Replacement,Doors,yes,,,,,,service page,/services/door-replacement/,,,,no
2,18,head,best drywall contractor,comparison,Commercial,drywall-contractor,Drywall Contractor,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-contractor/,,,,no
2,18,head,drywall contractor companies,hiring,Commercial,drywall-contractor,Drywall Contractor,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-contractor/,,,,no
2,18,head,drywall contractor company,hiring,Commercial,drywall-contractor,Drywall Contractor,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-contractor/,,,,no
2,18,head,drywall contractor gta,anchor-city,Commercial,drywall-contractor,Drywall Contractor,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-contractor/,,,,no
2,18,head,drywall contractor quote,quote,Transactional,drywall-contractor,Drywall Contractor,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-contractor/,,,,no
2,18,head,drywall contractor services,hiring,Commercial,drywall-contractor,Drywall Contractor,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-contractor/,,,,no
2,18,head,best drywall installation,comparison,Commercial,drywall-installation,Drywall Installation,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-installation/,,,,no
2,18,head,drywall installation companies,hiring,Commercial,drywall-installation,Drywall Installation,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-installation/,,,,no
2,18,head,drywall installation company,hiring,Commercial,drywall-installation,Drywall Installation,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-installation/,,,,no
2,18,head,drywall installation gta,anchor-city,Commercial,drywall-installation,Drywall Installation,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-installation/,,,,no
2,18,head,drywall installation quote,quote,Transactional,drywall-installation,Drywall Installation,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-installation/,,,,no
2,18,head,drywall installation services,hiring,Commercial,drywall-installation,Drywall Installation,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-installation/,,,,no
2,18,head,best drywall repair,comparison,Commercial,drywall-repair,Drywall Repair,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-repair/,,,,no
2,18,head,drywall repair companies,hiring,Commercial,drywall-repair,Drywall Repair,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-repair/,,,,no
2,18,head,drywall repair company,hiring,Commercial,drywall-repair,Drywall Repair,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-repair/,,,,no
2,18,head,drywall repair gta,anchor-city,Commercial,drywall-repair,Drywall Repair,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-repair/,,,,no
2,18,head,drywall repair quote,quote,Transactional,drywall-repair,Drywall Repair,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-repair/,,,,no
2,18,head,drywall repair services,hiring,Commercial,drywall-repair,Drywall Repair,Drywall & Ceilings,yes,,,,,,service page,/services/drywall-repair/,,,,no
2,18,head,best electrical contractor,comparison,Commercial,electrical-contractor,Electrical Contractor,Electrical,yes,,,,,,service page,/services/electrical-contractor/,,,,no
2,18,head,electrical contractor companies,hiring,Commercial,electrical-contractor,Electrical Contractor,Electrical,yes,,,,,,service page,/services/electrical-contractor/,,,,no
2,18,head,electrical contractor company,hiring,Commercial,electrical-contractor,Electrical Contractor,Electrical,yes,,,,,,service page,/services/electrical-contractor/,,,,no
2,18,head,electrical contractor gta,anchor-city,Commercial,electrical-contractor,Electrical Contractor,Electrical,yes,,,,,,service page,/services/electrical-contractor/,,,,no
2,18,head,electrical contractor quote,quote,Transactional,electrical-contractor,Electrical Contractor,Electrical,yes,,,,,,service page,/services/electrical-contractor/,,,,no
2,18,head,electrical contractor services,hiring,Commercial,electrical-contractor,Electrical Contractor,Electrical,yes,,,,,,service page,/services/electrical-contractor/,,,,no
2,18,head,best electrical panel upgrade,comparison,Commercial,electrical-panel-upgrade,Electrical Panel Upgrade,Electrical,yes,,,,,,service page,/services/electrical-panel-upgrade/,,,,no
2,18,head,electrical panel upgrade companies,hiring,Commercial,electrical-panel-upgrade,Electrical Panel Upgrade,Electrical,yes,,,,,,service page,/services/electrical-panel-upgrade/,,,,no
2,18,head,electrical panel upgrade company,hiring,Commercial,electrical-panel-upgrade,Electrical Panel Upgrade,Electrical,yes,,,,,,service page,/services/electrical-panel-upgrade/,,,,no
2,18,head,electrical panel upgrade gta,anchor-city,Commercial,electrical-panel-upgrade,Electrical Panel Upgrade,Electrical,yes,,,,,,service page,/services/electrical-panel-upgrade/,,,,no
2,18,head,electrical panel upgrade quote,quote,Transactional,electrical-panel-upgrade,Electrical Panel Upgrade,Electrical,yes,,,,,,service page,/services/electrical-panel-upgrade/,,,,no
2,18,head,electrical panel upgrade services,hiring,Commercial,electrical-panel-upgrade,Electrical Panel Upgrade,Electrical,yes,,,,,,service page,/services/electrical-panel-upgrade/,,,,no
2,18,head,best exterior door installation,comparison,Commercial,exterior-door-installation,Exterior Door Installation,Doors,yes,,,,,,service page,/services/exterior-door-installation/,,,,no
2,18,head,exterior door installation companies,hiring,Commercial,exterior-door-installation,Exterior Door Installation,Doors,yes,,,,,,service page,/services/exterior-door-installation/,,,,no
2,18,head,exterior door installation company,hiring,Commercial,exterior-door-installation,Exterior Door Installation,Doors,yes,,,,,,service page,/services/exterior-door-installation/,,,,no
2,18,head,exterior door installation gta,anchor-city,Commercial,exterior-door-installation,Exterior Door Installation,Doors,yes,,,,,,service page,/services/exterior-door-installation/,,,,no
2,18,head,exterior door installation quote,quote,Transactional,exterior-door-installation,Exterior Door Installation,Doors,yes,,,,,,service page,/services/exterior-door-installation/,,,,no
2,18,head,exterior door installation services,hiring,Commercial,exterior-door-installation,Exterior Door Installation,Doors,yes,,,,,,service page,/services/exterior-door-installation/,,,,no
2,18,head,best exterior painting,comparison,Commercial,exterior-painting,Exterior Painting,Painting,yes,,,,,,service page,/services/exterior-painting/,,,,no
2,18,head,exterior painting companies,hiring,Commercial,exterior-painting,Exterior Painting,Painting,yes,,,,,,service page,/services/exterior-painting/,,,,no
2,18,head,exterior painting company,hiring,Commercial,exterior-painting,Exterior Painting,Painting,yes,,,,,,service page,/services/exterior-painting/,,,,no
2,18,head,exterior painting gta,anchor-city,Commercial,exterior-painting,Exterior Painting,Painting,yes,,,,,,service page,/services/exterior-painting/,,,,no
2,18,head,exterior painting quote,quote,Transactional,exterior-painting,Exterior Painting,Painting,yes,,,,,,service page,/services/exterior-painting/,,,,no
2,18,head,exterior painting services,hiring,Commercial,exterior-painting,Exterior Painting,Painting,yes,,,,,,service page,/services/exterior-painting/,,,,no
2,18,head,best exterior renovation,comparison,Commercial,exterior-renovation,Exterior Renovation,Whole Home,yes,,,,,,service page,/services/exterior-renovation/,,,,no
2,18,head,exterior renovation companies,hiring,Commercial,exterior-renovation,Exterior Renovation,Whole Home,yes,,,,,,service page,/services/exterior-renovation/,,,,no
2,18,head,exterior renovation company,hiring,Commercial,exterior-renovation,Exterior Renovation,Whole Home,yes,,,,,,service page,/services/exterior-renovation/,,,,no
2,18,head,exterior renovation gta,anchor-city,Commercial,exterior-renovation,Exterior Renovation,Whole Home,yes,,,,,,service page,/services/exterior-renovation/,,,,no
2,18,head,exterior renovation quote,quote,Transactional,exterior-renovation,Exterior Renovation,Whole Home,yes,,,,,,service page,/services/exterior-renovation/,,,,no
2,18,head,exterior renovation services,hiring,Commercial,exterior-renovation,Exterior Renovation,Whole Home,yes,,,,,,service page,/services/exterior-renovation/,,,,no
2,18,head,best fence contractor,comparison,Commercial,fence-contractor,Fence Contractor,Fences,yes,,,,,,service page,/services/fence-contractor/,,,,no
2,18,head,fence contractor companies,hiring,Commercial,fence-contractor,Fence Contractor,Fences,yes,,,,,,service page,/services/fence-contractor/,,,,no
2,18,head,fence contractor company,hiring,Commercial,fence-contractor,Fence Contractor,Fences,yes,,,,,,service page,/services/fence-contractor/,,,,no
2,18,head,fence contractor gta,anchor-city,Commercial,fence-contractor,Fence Contractor,Fences,yes,,,,,,service page,/services/fence-contractor/,,,,no
2,18,head,fence contractor quote,quote,Transactional,fence-contractor,Fence Contractor,Fences,yes,,,,,,service page,/services/fence-contractor/,,,,no
2,18,head,fence contractor services,hiring,Commercial,fence-contractor,Fence Contractor,Fences,yes,,,,,,service page,/services/fence-contractor/,,,,no
2,18,head,best fence installation,comparison,Commercial,fence-installation,Fence Installation,Fences,yes,,,,,,service page,/services/fence-installation/,,,,no
2,18,head,fence installation companies,hiring,Commercial,fence-installation,Fence Installation,Fences,yes,,,,,,service page,/services/fence-installation/,,,,no
2,18,head,fence installation company,hiring,Commercial,fence-installation,Fence Installation,Fences,yes,,,,,,service page,/services/fence-installation/,,,,no
2,18,head,fence installation gta,anchor-city,Commercial,fence-installation,Fence Installation,Fences,yes,,,,,,service page,/services/fence-installation/,,,,no
2,18,head,fence installation quote,quote,Transactional,fence-installation,Fence Installation,Fences,yes,,,,,,service page,/services/fence-installation/,,,,no
2,18,head,fence installation services,hiring,Commercial,fence-installation,Fence Installation,Fences,yes,,,,,,service page,/services/fence-installation/,,,,no
2,19,head,best fence repair,comparison,Commercial,fence-repair,Fence Repair,Fences,yes,,,,,,service page,/services/fence-repair/,,,,no
2,19,head,fence repair companies,hiring,Commercial,fence-repair,Fence Repair,Fences,yes,,,,,,service page,/services/fence-repair/,,,,no
2,19,head,fence repair company,hiring,Commercial,fence-repair,Fence Repair,Fences,yes,,,,,,service page,/services/fence-repair/,,,,no
2,19,head,fence repair gta,anchor-city,Commercial,fence-repair,Fence Repair,Fences,yes,,,,,,service page,/services/fence-repair/,,,,no
2,19,head,fence repair quote,quote,Transactional,fence-repair,Fence Repair,Fences,yes,,,,,,service page,/services/fence-repair/,,,,no
2,19,head,fence repair services,hiring,Commercial,fence-repair,Fence Repair,Fences,yes,,,,,,service page,/services/fence-repair/,,,,no
2,19,head,best flooring contractor,comparison,Commercial,flooring-contractor,Flooring Contractor,Flooring,yes,,,,,,service page,/services/flooring-contractor/,,,,no
2,19,head,flooring contractor companies,hiring,Commercial,flooring-contractor,Flooring Contractor,Flooring,yes,,,,,,service page,/services/flooring-contractor/,,,,no
2,19,head,flooring contractor company,hiring,Commercial,flooring-contractor,Flooring Contractor,Flooring,yes,,,,,,service page,/services/flooring-contractor/,,,,no
2,19,head,flooring contractor gta,anchor-city,Commercial,flooring-contractor,Flooring Contractor,Flooring,yes,,,,,,service page,/services/flooring-contractor/,,,,no
2,19,head,flooring contractor quote,quote,Transactional,flooring-contractor,Flooring Contractor,Flooring,yes,,,,,,service page,/services/flooring-contractor/,,,,no
2,19,head,flooring contractor services,hiring,Commercial,flooring-contractor,Flooring Contractor,Flooring,yes,,,,,,service page,/services/flooring-contractor/,,,,no
2,19,head,best flooring installation,comparison,Commercial,flooring-installation,Flooring Installation,Flooring,yes,,,,,,service page,/services/flooring-installation/,,,,no
2,19,head,flooring installation companies,hiring,Commercial,flooring-installation,Flooring Installation,Flooring,yes,,,,,,service page,/services/flooring-installation/,390,14,2.60,yes
2,19,head,flooring installation company,hiring,Commercial,flooring-installation,Flooring Installation,Flooring,yes,,,,,,service page,/services/flooring-installation/,50,25,2.86,yes
2,19,head,flooring installation gta,anchor-city,Commercial,flooring-installation,Flooring Installation,Flooring,yes,,,,,,service page,/services/flooring-installation/,,,,no
2,19,head,flooring installation quote,quote,Transactional,flooring-installation,Flooring Installation,Flooring,yes,,,,,,service page,/services/flooring-installation/,,,,no
2,19,head,flooring installation services,hiring,Commercial,flooring-installation,Flooring Installation,Flooring,yes,,,,,,service page,/services/flooring-installation/,480,16,2.53,yes
2,19,head,best flooring replacement,comparison,Commercial,flooring-replacement,Flooring Replacement,Flooring,yes,,,,,,service page,/services/flooring-replacement/,,,,no
2,19,head,flooring replacement companies,hiring,Commercial,flooring-replacement,Flooring Replacement,Flooring,yes,,,,,,service page,/services/flooring-replacement/,,,,no
2,19,head,flooring replacement company,hiring,Commercial,flooring-replacement,Flooring Replacement,Flooring,yes,,,,,,service page,/services/flooring-replacement/,,,,no
2,19,head,flooring replacement gta,anchor-city,Commercial,flooring-replacement,Flooring Replacement,Flooring,yes,,,,,,service page,/services/flooring-replacement/,,,,no
2,19,head,flooring replacement quote,quote,Transactional,flooring-replacement,Flooring Replacement,Flooring,yes,,,,,,service page,/services/flooring-replacement/,,,,no
2,19,head,flooring replacement services,hiring,Commercial,flooring-replacement,Flooring Replacement,Flooring,yes,,,,,,service page,/services/flooring-replacement/,,,,no
2,19,head,best foundation repair,comparison,Commercial,foundation-repair,Foundation Repair,Concrete & Masonry,yes,,,,,,service page,/services/foundation-repair/,,,,no
2,19,head,foundation repair companies,hiring,Commercial,foundation-repair,Foundation Repair,Concrete & Masonry,yes,,,,,,service page,/services/foundation-repair/,,,,no
2,19,head,foundation repair company,hiring,Commercial,foundation-repair,Foundation Repair,Concrete & Masonry,yes,,,,,,service page,/services/foundation-repair/,,,,no
2,19,head,foundation repair gta,anchor-city,Commercial,foundation-repair,Foundation Repair,Concrete & Masonry,yes,,,,,,service page,/services/foundation-repair/,,,,no
2,19,head,foundation repair quote,quote,Transactional,foundation-repair,Foundation Repair,Concrete & Masonry,yes,,,,,,service page,/services/foundation-repair/,,,,no
2,19,head,foundation repair services,hiring,Commercial,foundation-repair,Foundation Repair,Concrete & Masonry,yes,,,,,,service page,/services/foundation-repair/,,,,no
2,19,head,best general contractor,comparison,Commercial,general-contractor,General Contractor,Whole Home,yes,,,,,,service page,/services/general-contractor/,,,,no
2,19,head,general contractor companies,hiring,Commercial,general-contractor,General Contractor,Whole Home,yes,,,,,,service page,/services/general-contractor/,,,,no
2,19,head,general contractor company,hiring,Commercial,general-contractor,General Contractor,Whole Home,yes,,,,,,service page,/services/general-contractor/,,,,no
2,19,head,general contractor gta,anchor-city,Commercial,general-contractor,General Contractor,Whole Home,yes,,,,,,service page,/services/general-contractor/,,,,no
2,19,head,general contractor quote,quote,Transactional,general-contractor,General Contractor,Whole Home,yes,,,,,,service page,/services/general-contractor/,,,,no
2,19,head,general contractor services,hiring,Commercial,general-contractor,General Contractor,Whole Home,yes,,,,,,service page,/services/general-contractor/,,,,no
2,19,head,best hardwood floor installation,comparison,Commercial,hardwood-floor-installation,Hardwood Floor Installation,Flooring,yes,,,,,,service page,/services/hardwood-floor-installation/,,,,no
2,19,head,hardwood floor installation companies,hiring,Commercial,hardwood-floor-installation,Hardwood Floor Installation,Flooring,yes,,,,,,service page,/services/hardwood-floor-installation/,,,,no
2,19,head,hardwood floor installation company,hiring,Commercial,hardwood-floor-installation,Hardwood Floor Installation,Flooring,yes,,,,,,service page,/services/hardwood-floor-installation/,,,,no
2,19,head,hardwood floor installation gta,anchor-city,Commercial,hardwood-floor-installation,Hardwood Floor Installation,Flooring,yes,,,,,,service page,/services/hardwood-floor-installation/,,,,no
2,19,head,hardwood floor installation quote,quote,Transactional,hardwood-floor-installation,Hardwood Floor Installation,Flooring,yes,,,,,,service page,/services/hardwood-floor-installation/,,,,no
2,19,head,hardwood floor installation services,hiring,Commercial,hardwood-floor-installation,Hardwood Floor Installation,Flooring,yes,,,,,,service page,/services/hardwood-floor-installation/,,,,no
2,19,head,best home addition,comparison,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,,,,no
2,19,head,home addition companies,hiring,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,,,,no
2,19,head,home addition company,hiring,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,,,,no
2,19,head,home addition gta,anchor-city,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,,,,no
2,19,head,home addition quote,quote,Transactional,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,,,,no
2,19,head,home addition services,hiring,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,210,5,0.00,yes
2,19,head,best home renovation,comparison,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
2,19,head,home renovation companies,hiring,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
2,19,head,home renovation company,hiring,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
2,19,head,home renovation gta,anchor-city,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
2,19,head,home renovation quote,quote,Transactional,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
2,19,head,home renovation services,hiring,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
2,19,head,best house extension,comparison,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
2,19,head,house extension companies,hiring,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
2,19,head,house extension company,hiring,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
2,19,head,house extension gta,anchor-city,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
2,19,head,house extension quote,quote,Transactional,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
2,19,head,house extension services,hiring,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
2,19,head,best house painting,comparison,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
2,19,head,house painting companies,hiring,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
2,19,head,house painting company,hiring,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
2,19,head,house painting gta,anchor-city,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
2,19,head,house painting quote,quote,Transactional,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
2,19,head,house painting services,hiring,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
2,19,head,best insulation contractor,comparison,Commercial,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
2,19,head,insulation contractor companies,hiring,Commercial,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
2,19,head,insulation contractor company,hiring,Commercial,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
2,19,head,insulation contractor gta,anchor-city,Commercial,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
2,19,head,insulation contractor quote,quote,Transactional,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
2,19,head,insulation contractor services,hiring,Commercial,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
2,19,head,best interior door installation,comparison,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
2,19,head,interior door installation companies,hiring,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
2,19,head,interior door installation company,hiring,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
2,19,head,interior door installation gta,anchor-city,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
2,19,head,interior door installation quote,quote,Transactional,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
2,19,head,interior door installation services,hiring,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
2,19,head,best interior painting,comparison,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
2,19,head,interior painting companies,hiring,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
2,19,head,interior painting company,hiring,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
2,19,head,interior painting gta,anchor-city,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
2,19,head,interior painting quote,quote,Transactional,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
2,19,head,interior painting services,hiring,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
2,19,head,best interior renovation,comparison,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,,,,no
2,19,head,interior renovation companies,hiring,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,,,,no
2,19,head,interior renovation company,hiring,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,,,,no
2,19,head,interior renovation gta,anchor-city,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,,,,no
2,19,head,interior renovation quote,quote,Transactional,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,,,,no
2,19,head,interior renovation services,hiring,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,210,29,0.00,yes
2,19,head,best interlocking installation,comparison,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
2,19,head,interlocking installation companies,hiring,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
2,19,head,interlocking installation company,hiring,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
2,19,head,interlocking installation gta,anchor-city,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
2,19,head,interlocking installation quote,quote,Transactional,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
2,19,head,interlocking installation services,hiring,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
2,19,head,best kitchen remodeling,comparison,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,,,,no
2,19,head,kitchen remodeling companies,hiring,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,170,27,7.22,yes
2,19,head,kitchen remodeling company,hiring,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,170,24,7.22,yes
2,19,head,kitchen remodeling gta,anchor-city,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,,,,no
2,20,head,kitchen remodeling quote,quote,Transactional,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,,,,no
2,20,head,kitchen remodeling services,hiring,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,880,26,0.00,yes
2,20,head,best kitchen renovation,comparison,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,,,,no
2,20,head,kitchen renovation companies,hiring,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,210,20,3.31,yes
2,20,head,kitchen renovation company,hiring,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,880,23,3.31,yes
2,20,head,kitchen renovation gta,anchor-city,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,,,,no
2,20,head,kitchen renovation quote,quote,Transactional,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,,,,no
2,20,head,kitchen renovation services,hiring,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,,,,no
2,20,head,best laminate floor installation,comparison,Commercial,laminate-floor-installation,Laminate Floor Installation,Flooring,yes,,,,,,service page,/services/laminate-floor-installation/,,,,no
